"dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","status","status_desc","crm_cd_1","location","lat","lon"
201515285,2020-09-17,2020-09-17,730,15,"N Hollywood",1543,1,310,"BURGLARY",31,"M","O",501,"SINGLE FAMILY DWELLING","AO","Adult Other",310,"5200    CORTEEN                      PL",34.1649,-118.402
220310540,2022-05-11,2022-05-10,2200,3,"Southwest",333,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",27,"F","H",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"2600 S  VICTORIA                     AV",34.0326,-118.3363
231504552,2023-01-15,2023-01-15,1,15,"N Hollywood",1548,1,310,"BURGLARY",27,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",310,"11100    CHANDLER                     BL",34.1681,-118.3725
220308830,2022-04-09,2022-04-09,315,3,"Southwest",355,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",27,"F","B",101,"STREET","AO","Adult Other",626,"36TH                         PL",34.0219,-118.3138
211220137,2021-09-21,2021-09-21,1800,12,"77th Street",1266,2,812,"CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)",10,"F","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",812,"8000 S  HOOVER                       ST",33.9667,-118.2871
201805753,2020-02-02,2020-02-02,1500,18,"Southeast",1822,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,"M","B",102,"SIDEWALK","JO","Juv Other",230,"103RD                        ST",33.9428,-118.2781
200514449,2020-09-21,2020-09-11,915,5,"Harbor",565,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",62,"M","W",116,"OTHER/OUTSIDE","IC","Invest Cont",331,"500 W  7TH                          ST",33.7365,-118.2923
240511024,2024-08-31,2024-08-27,2000,5,"Harbor",564,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"7TH",33.7379,-118.2835
240407895,2024-05-30,2024-04-30,800,4,"Hollenbeck",411,1,330,"BURGLARY FROM VEHICLE",28,"X","X",108,"PARKING LOT","IC","Invest Cont",330,"400    SAN FERNANDO                 RD",34.0787,-118.224
200416418,2020-12-30,2020-12-30,1310,4,"Hollenbeck",453,2,624,"BATTERY - SIMPLE ASSAULT",52,"F","H",102,"SIDEWALK","AO","Adult Other",624,"E  CESAR E CHAVEZ               AV",34.0525,-118.2205
240112317,2024-06-04,2024-06-04,620,1,"Central",119,2,888,"TRESPASSING",30,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)","IC","Invest Cont",888,"800 N  ALAMEDA                      ST",34.0561,-118.2375
210118874,2021-10-19,2021-10-18,1741,1,"Central",158,1,210,"ROBBERY",14,"M","B",801,"MTA BUS","IC","Invest Cont",210,"S  CENTRAL",34.039,-118.24
201615490,2020-12-08,2020-12-08,1340,16,"Foothill",1619,1,310,"BURGLARY",74,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"10700    LAS LUNITAS                  AV",34.2628,-118.2913
231811849,2023-06-12,2023-06-05,1300,18,"Southeast",1834,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",49,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",956,"300 E  107TH                        ST",33.9393,-118.2695
230804057,2023-01-01,2022-12-30,1200,8,"West LA",899,1,235,"CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT",13,"M","B",501,"SINGLE FAMILY DWELLING","AO","Adult Other",235,"2800 S  CORNING                      ST",34.0348,-118.3822
210510188,2021-06-11,2021-06-11,630,5,"Harbor",557,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",58,"M","B",707,"GARAGE/CARPORT","IC","Invest Cont",331,"100 S  GAFFEY                       ST",33.7428,-118.2923
211606128,2021-03-15,2020-11-21,2120,16,"Foothill",1659,2,354,"THEFT OF IDENTITY",79,"M","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"6400    HAYWOOD                      ST",34.2471,-118.2699
201518542,2020-12-10,2020-11-26,926,15,"N Hollywood",1595,2,888,"TRESPASSING",28,"M","O",203,"OTHER BUSINESS","IC","Invest Cont",888,"11600    VENTURA                      BL",34.1403,-118.3848
231818863,2023-11-03,2023-11-03,800,18,"Southeast",1803,2,624,"BATTERY - SIMPLE ASSAULT",11,"M","B",720,"JUNIOR HIGH SCHOOL","IC","Invest Cont",624,"8800 S  SAN PEDRO                    ST",33.9572,-118.2695
221913696,2022-08-26,2022-08-23,2000,19,"Mission",1916,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"14400    LYLE                         ST",34.3076,-118.4483
220907074,2022-03-22,2022-03-21,130,9,"Van Nuys",919,1,310,"BURGLARY",31,"M","W",123,"PARKING UNDERGROUND/BUILDING","AA","Adult Arrest",310,"7000    WOODMAN                      AV",34.1976,-118.4313
211811250,2021-05-30,2021-05-30,110,18,"Southeast",1831,2,624,"BATTERY - SIMPLE ASSAULT",25,"M","B",102,"SIDEWALK","IC","Invest Cont",624,"FIGUEROA                     ST",33.9164,-118.2827
201508331,2020-04-02,2020-03-31,2200,15,"N Hollywood",1503,2,624,"BATTERY - SIMPLE ASSAULT",39,"F","W",101,"STREET","AO","Adult Other",624,"ARCHWOOD                     ST",34.1922,-118.3997
221108892,2022-05-08,2022-05-08,1005,11,"Northeast",1181,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"F","H",403,"DRUG STORE","AO","Adult Other",442,"1400    GLENDALE                     BL",34.0785,-118.2604
232114712,2023-09-29,2023-09-14,1930,21,"Topanga",2196,2,901,"VIOLATION OF RESTRAINING ORDER",35,"F","W",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",901,"21200    MULHOLLAND                   DR",34.1509,-118.5911
220220315,2022-11-15,2021-03-15,2210,2,"Rampart",237,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",44,"M","H",710,"OTHER PREMISE","AO","Adult Other",956,"200 S  TOLUCA                       ST",34.0604,-118.2589
210618914,2021-11-11,2021-11-10,1700,6,"Hollywood",636,1,330,"BURGLARY FROM VEHICLE",24,"M","W",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",330,"1700 N  HIGHLAND                     AV",34.1016,-118.3387
230214042,2023-07-14,2023-07-13,2100,2,"Rampart",205,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"3000    GARCIA WALK",34.0829,-118.2741
210517376,2021-12-20,2021-12-17,1500,5,"Harbor",529,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"900    CERVERA                      AV",33.7844,-118.2234
240807307,2024-03-25,2024-03-05,1200,8,"West LA",836,2,354,"THEFT OF IDENTITY",62,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"1800    WESTHOLME                    AV",34.0542,-118.4284
240409354,2024-08-09,2024-08-08,2350,4,"Hollenbeck",422,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43,"F","H",504,"OTHER RESIDENCE","IC","Invest Cont",740,"3100    MANITOU                      AV",34.072,-118.2091
200916241,2020-10-21,2020-10-20,1630,9,"Van Nuys",926,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",60,"M","H",101,"STREET","IC","Invest Cont",740,"6700    LENNOX                       AV",34.1927,-118.4455
201805689,2020-01-31,2020-01-30,2330,18,"Southeast",1806,1,330,"BURGLARY FROM VEHICLE",20,"M","H",101,"STREET","IC","Invest Cont",330,"MCKINLEY                     AV",33.9547,-118.2608
231714265,2023-08-27,2023-08-26,2320,17,"Devonshire",1785,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"18500    NORDHOFF                     ST",34.2354,-118.5361
241217023,2024-11-12,2024-10-03,1400,12,"77th Street",1233,1,510,"VEHICLE - STOLEN",28,"M","X",108,"PARKING LOT","IC","Invest Cont",510,"6000 S  GRAMERCY                     PL",33.9846,-118.3134
231518580,2023-12-04,2023-11-24,1550,15,"N Hollywood",1549,2,354,"THEFT OF IDENTITY",27,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"10300    MAGNOLIA                     BL",34.1652,-118.3548
231909901,2023-05-30,2022-12-01,800,19,"Mission",1982,2,946,"OTHER MISCELLANEOUS CRIME",14,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",946,"8700    BURNET                       AV",34.2283,-118.4633
230405933,2023-03-01,2023-02-28,2300,4,"Hollenbeck",429,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"5300    ALLAN                        ST",34.0865,-118.1647
210713811,2021-10-03,2021-10-02,2230,7,"Wilshire",765,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",31,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",745,"1500 S  MANSFIELD                    AV",34.0466,-118.3463
200207994,2020-03-20,2020-03-20,630,2,"Rampart",246,2,624,"BATTERY - SIMPLE ASSAULT",69,"F","B",904,"MTA - RED LINE - WESTLAKE/MACARTHUR PARK","IC","Invest Cont",624,"600 S  ALVARADO                     ST",34.0596,-118.2749
231216794,2023-07-24,2023-07-21,1930,12,"77th Street",1245,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,"F","H",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"6600 S  NORMANDIE                    AV",33.9791,-118.3003
221414030,2022-07-19,2022-07-19,2105,14,"Pacific",1455,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",49,"F","H",101,"STREET","AO","Adult Other",745,"WESTLAWN",33.9946,-118.4263
210915329,2021-10-14,2021-10-14,345,9,"Van Nuys",915,2,649,"DOCUMENT FORGERY / STOLEN FELONY",21,"F","H",710,"OTHER PREMISE","IC","Invest Cont",649,"6800    VAN NUYS                     BL",34.1939,-118.4487
211809641,2021-04-28,2021-04-27,430,18,"Southeast",1871,1,330,"BURGLARY FROM VEHICLE",61,"F","B",101,"STREET","IC","Invest Cont",330,"13500 S  AINSWORTH                    ST",33.9057,-118.2899
221117324,2022-12-11,2022-12-11,1230,11,"Northeast",1163,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",24,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",626,"1200 N  EDGEMONT                     ST",34.0934,-118.2961
230308382,2023-03-27,2023-03-26,704,3,"Southwest",355,2,354,"THEFT OF IDENTITY",38,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"3600    RUTHELEN                     ST",34.0219,-118.3128
202111257,2020-07-06,2020-07-06,900,21,"Topanga",2158,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",49,"M","W",108,"PARKING LOT","IC","Invest Cont",740,"6500    CANOGA                       AV",34.1884,-118.5975
200515105,2020-10-10,2020-10-10,2220,5,"Harbor",507,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,"M","H",104,"DRIVEWAY","IC","Invest Cont",230,"1600 W  226TH                        ST",33.8213,-118.3064
240605048,2024-01-09,2024-01-08,2335,6,"Hollywood",649,1,330,"BURGLARY FROM VEHICLE",25,"F","H",116,"OTHER/OUTSIDE","IC","Invest Cont",330,"5100 W  SUNSET                       BL",34.0999,-118.3038
221413838,2022-07-06,2022-07-06,1015,14,"Pacific",1463,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",52,"M","O",707,"GARAGE/CARPORT","IC","Invest Cont",740,"5500    LINCOLN                      BL",33.973,-118.4309
230313033,2023-07-01,2023-07-01,1145,3,"Southwest",374,2,624,"BATTERY - SIMPLE ASSAULT",46,"F","H",203,"OTHER BUSINESS","IC","Invest Cont",624,"2200 W  MARTIN LUTHER KING JR        BL",34.0148,-118.3222
211422930,2021-12-14,2021-12-14,1230,14,"Pacific",1495,2,888,"TRESPASSING",28,"X","X",212,"TRANSPORTATION FACILITY (AIRPORT)","IC","Invest Cont",888,"100    WORLD WAY",33.9523,-118.3906
211806995,2021-03-01,2021-03-01,1108,18,"Southeast",1829,2,624,"BATTERY - SIMPLE ASSAULT",30,"F","H",108,"PARKING LOT","IC","Invest Cont",624,"9800 S  ALAMEDA                      ST",33.9478,-118.2289
202115056,2020-10-19,2020-10-19,1645,21,"Topanga",2147,2,901,"VIOLATION OF RESTRAINING ORDER",55,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",901,"20900    SCHOOLCRAFT                  ST",34.1966,-118.5901
220411269,2022-07-25,2022-07-25,1530,4,"Hollenbeck",443,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",31,"F","W",722,"COLLEGE/JUNIOR COLLEGE/UNIVERSITY","IC","Invest Cont",440,"2200    ALCAZAR                      ST",34.0632,-118.2009
200407970,2020-04-19,2020-04-18,1900,4,"Hollenbeck",477,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"2900    WHITTIER                     BL",34.031,-118.2079
211518660,2021-12-13,2021-12-13,300,15,"N Hollywood",1524,1,330,"BURGLARY FROM VEHICLE",42,"M","O",406,"OTHER STORE","IC","Invest Cont",330,"12100    VICTORY                      BL",34.1867,-118.3971
221113451,2022-09-02,2022-07-05,1600,11,"Northeast",1142,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",28,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",930,"1900    RODNEY                       DR",34.1054,-118.2889
220915782,2022-11-05,2022-11-04,950,9,"Van Nuys",923,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",44,"F","W",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",626,"15000    LEMAY                        ST",34.1921,-118.4597
211512951,2021-08-10,2021-08-09,1000,15,"N Hollywood",1514,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"12000    HART                         ST",34.1976,-118.3954
200917703,2020-11-25,2020-11-23,2000,9,"Van Nuys",939,1,330,"BURGLARY FROM VEHICLE",28,"F","W",101,"STREET","IC","Invest Cont",330,"COLDWATER CANYON             AV",34.1794,-118.4138
220404245,2022-01-08,2022-01-07,1730,4,"Hollenbeck",461,1,310,"BURGLARY",28,"M","X",213,"WAREHOUSE","IC","Invest Cont",310,"200 S  ANDERSON                     ST",34.0458,-118.2269
201821548,2020-12-03,2020-12-02,900,18,"Southeast",1834,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"108TH                        ST",33.9383,-118.2566
200209350,2020-04-24,2020-04-24,1740,2,"Rampart",212,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,"X","X",401,"MINI-MART","AO","Adult Other",740,"3500 W  TEMPLE                       ST",34.08,-118.2881
231007638,2023-04-05,2023-04-04,1810,10,"West Valley",1063,1,310,"BURGLARY",28,"M","W",249,"NURSERY/FLOWER SHOP","IC","Invest Cont",310,"18900    VENTURA                      BL",34.1722,-118.5447
220711152,2022-07-02,2022-07-02,1815,7,"Wilshire",724,1,343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",21,"X","X",415,"THE GROVE","IC","Invest Cont",343,"100    THE GROVE                    DR",34.0736,-118.3563
221812640,2022-06-13,2022-04-01,1500,18,"Southeast",1826,2,237,"CHILD NEGLECT (SEE 300 W.I.C.)",6,"F","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",237,"9300    FIRTH                        BL",33.952,-118.2476
210713667,2021-09-29,2021-09-29,1720,7,"Wilshire",787,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","JA","Juv Arrest",510,"4400 W  WASHINGTON                   BL",34.0398,-118.3354
231217201,2023-08-06,2023-08-06,1410,12,"77th Street",1269,2,624,"BATTERY - SIMPLE ASSAULT",45,"M","H",101,"STREET","IC","Invest Cont",624,"79TH                         ST",33.9674,-118.2657
211221199,2021-10-09,2021-10-01,730,12,"77th Street",1269,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","AO","Adult Other",510,"8200 S  CENTRAL                      AV",33.9638,-118.2629
202017174,2020-11-15,2020-11-15,420,20,"Olympic",2042,2,900,"VIOLATION OF COURT ORDER",43,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",900,"800 S  ST ANDREWS                   PL",34.0564,-118.3131
222009479,2022-05-04,2022-05-04,1645,20,"Olympic",2004,1,761,"BRANDISH WEAPON",67,"M","H",101,"STREET","AA","Adult Arrest",761,"4800    CLINTON                      ST",34.0817,-118.3069
211216637,2021-07-28,2021-02-26,1500,12,"77th Street",1241,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",53,"M","B",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",745,"6000    BRYNHURST                    AV",33.9829,-118.3338
222008063,2022-04-05,2022-04-03,2000,20,"Olympic",2002,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"MELROSE                      AV",34.0835,-118.3102
241807642,2024-03-16,2024-03-16,1945,18,"Southeast",1829,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,"M","H",101,"STREET","IC","Invest Cont",230,"9600 N  JUNIPER                      ST",33.9483,-118.2329
221516827,2022-11-01,2022-11-01,1400,15,"N Hollywood",1531,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"M","X",101,"STREET","IC","Invest Cont",420,"12800    OXNARD                       ST",34.1794,-118.4116
210715242,2021-11-06,2021-11-06,1,7,"Wilshire",721,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",20,"M","O",203,"OTHER BUSINESS","IC","Invest Cont",740,"100 N  ROBERTSON                    BL",34.0753,-118.3838
231515068,2023-09-19,2023-09-18,2245,15,"N Hollywood",1549,2,888,"TRESPASSING",28,"M","O",913,"MTA - RED LINE - NORTH HOLLYWOOD","AA","Adult Arrest",888,"5300    LANKERSHIM                   BL",34.172,-118.3789
240709013,2024-05-23,2024-05-23,1556,7,"Wilshire",737,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"X","X",202,"LIQUOR STORE","IC","Invest Cont",442,"5200    WILSHIRE                     BL",34.0622,-118.3429
200320435,2020-11-16,2020-11-16,523,3,"Southwest",355,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",29,"M","H",101,"STREET","AO","Adult Other",626,"3400 S  GRAMERCY                     PL",34.0252,-118.3138
221615397,2022-12-22,2022-12-22,326,16,"Foothill",1623,2,903,"CONTEMPT OF COURT",26,"F","B",511,"PROJECT/TENEMENT/PUBLIC HOUSING","AO","Adult Other",903,"12900    CARL                         PL",34.2668,-118.4146
231215569,2023-07-13,2023-07-12,100,12,"77th Street",1204,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"M","X",101,"STREET","IC","Invest Cont",420,"1400 W  46TH                         ST",34.0019,-118.3002
210415426,2021-11-30,2021-11-30,200,4,"Hollenbeck",455,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",31,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",236,"800 N  SOTO                         ST",34.0512,-118.2093
211311648,2021-06-24,2021-02-16,1000,13,"Newton",1341,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,"X","X",722,"COLLEGE/JUNIOR COLLEGE/UNIVERSITY","IC","Invest Cont",341,"3700 S  HOPE                         ST",34.0162,-118.2799
202011240,2020-06-22,2020-06-19,1800,20,"Olympic",2024,1,330,"BURGLARY FROM VEHICLE",24,"M","O",707,"GARAGE/CARPORT","IC","Invest Cont",330,"500 S  ARDMORE                      AV",34.0654,-118.3016
242006786,2024-03-05,2024-03-05,1145,20,"Olympic",2029,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",24,"F","H",102,"SIDEWALK","IC","Invest Cont",626,"3400 W  3RD                          ST",34.0691,-118.2893
221100754,2022-06-08,2022-06-08,1100,11,"Northeast",1115,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",44,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",236,"1600    YOSEMITE                     DR",34.1367,-118.2089
240105390,2024-01-20,2024-01-20,800,1,"Central",182,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",32,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",236,"1000 S  GRAND                        AV",34.043,-118.2606
211612021,2021-09-30,2021-09-30,700,16,"Foothill",1699,1,510,"VEHICLE - STOLEN",28,"F","X",121,"YARD (RESIDENTIAL/BUSINESS)","IC","Invest Cont",510,"7800    ARCOLA                       AV",34.2123,-118.3531
220604477,2022-01-12,2022-01-11,2030,6,"Hollywood",645,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",46,"M","C",717,"HEALTH SPA/GYM","IC","Invest Cont",341,"7000    HOLLYWOOD                    BL",34.1015,-118.3417
221112433,2022-08-07,2022-08-07,800,11,"Northeast",1151,2,940,"EXTORTION",44,"M","W",122,"VEHICLE, PASSENGER/TRUCK","AO","Adult Other",940,"VERMONT",34.1012,-118.2918
231509550,2023-05-11,2023-05-10,1730,15,"N Hollywood",1569,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"F","X",101,"STREET","IC","Invest Cont",420,"WHIPPLE",34.1479,-118.3615
230706101,2023-02-16,2023-02-15,2100,7,"Wilshire",777,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"1600    VIRGINIA                     RD",34.0456,-118.3319
201813240,2020-06-29,2020-06-29,600,18,"Southeast",1846,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"11200    ZAMORA                       AV",33.9325,-118.2513
231014184,2023-09-27,2023-09-27,5,10,"West Valley",1067,2,624,"BATTERY - SIMPLE ASSAULT",28,"F","B",108,"PARKING LOT","IC","Invest Cont",624,"17600    VENTURA                      BL",34.166,-118.5095
241409429,2024-05-09,2024-05-08,1808,14,"Pacific",1487,1,343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",21,"M","H",404,"DEPARTMENT STORE","IC","Invest Cont",343,"8900 S  SEPULVEDA                    BL",33.9559,-118.3962
222117076,2022-11-25,2022-11-25,1715,21,"Topanga",2156,1,343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",35,"M","X",404,"DEPARTMENT STORE","IC","Invest Cont",343,"21700    VICTORY                      BL",34.1877,-118.6015
211408783,2021-03-27,2021-03-27,15,14,"Pacific",1452,2,624,"BATTERY - SIMPLE ASSAULT",42,"M","H",207,"BAR/COCKTAIL/NIGHTCLUB","IC","Invest Cont",624,"00    WASHINGTON                   BL",33.9792,-118.4666
210308580,2021-04-09,2021-04-09,1500,3,"Southwest",329,2,625,"OTHER ASSAULT",36,"M","A",210,"RESTAURANT/FAST FOOD","IC","Invest Cont",625,"2900 S  FIGUEROA                     ST",34.0255,-118.2778
231305721,2023-02-02,2023-02-02,16,13,"Newton",1353,2,354,"THEFT OF IDENTITY",28,"F","H",750,"CYBERSPACE","IC","Invest Cont",354,"700 E  47TH                         ST",34.0037,-118.2609
240410657,2024-10-08,2024-08-04,2000,4,"Hollenbeck",478,1,330,"BURGLARY FROM VEHICLE",45,"M","H",108,"PARKING LOT","IC","Invest Cont",330,"3300    SABINA                       ST",34.0302,-118.2006
210912932,2021-08-17,2021-08-16,2310,9,"Van Nuys",911,2,624,"BATTERY - SIMPLE ASSAULT",59,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",624,"15400    SHERMAN                      WY",34.2011,-118.4686
201013036,2020-09-12,2020-09-12,1340,10,"West Valley",1006,2,624,"BATTERY - SIMPLE ASSAULT",19,"F","H",102,"SIDEWALK","IC","Invest Cont",624,"7900    WHITE OAK                    AV",34.2142,-118.5186
201223586,2020-10-29,2020-10-29,2300,12,"77th Street",1233,1,210,"ROBBERY",26,"M","H",103,"ALLEY","IC","Invest Cont",210,"60TH                         PL",33.985,-118.309
