"dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","status","status_desc","crm_cd_1","location","lat","lon"
230611031,2023-06-11,2023-06-11,1300,6,"Hollywood",646,1,352,"PICKPOCKET",28,"F","H",102,"SIDEWALK","IC","Invest Cont",352,"1500 N  CAHUENGA                     BL",34.098,-118.3295
221705104,2022-01-31,2022-01-31,1940,17,"Devonshire",1799,1,330,"BURGLARY FROM VEHICLE",31,"M","H",108,"PARKING LOT","IC","Invest Cont",330,"16100    ROSCOE                       BL",34.2249,-118.4792
201305294,2020-01-22,2020-01-22,2145,13,"Newton",1331,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",28,"M","H",203,"OTHER BUSINESS","IC","Invest Cont",331,"2800 S  OLIVE                        ST",34.0243,-118.2725
220307523,2022-03-15,2022-03-15,1415,3,"Southwest",333,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",46,"M","H",108,"PARKING LOT","IC","Invest Cont",420,"3000    CRENSHAW                     BL",34.0278,-118.3378
240118931,2024-09-25,2024-09-20,1200,1,"Central",182,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"F","X",101,"STREET","IC","Invest Cont",420,"1000 S  FLOWER                       ST",34.0444,-118.2628
231405546,2023-02-07,2023-02-06,2130,14,"Pacific",1414,1,210,"ROBBERY",51,"M","H",103,"ALLEY","IC","Invest Cont",210,"INDIANA",33.9987,-118.4636
240506789,2024-03-12,2024-03-12,2010,5,"Harbor",563,2,624,"BATTERY - SIMPLE ASSAULT",68,"M","W",101,"STREET","IC","Invest Cont",624,"GAFFEY",33.7315,-118.2924
231315557,2023-08-13,2023-08-13,1900,13,"Newton",1344,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,"M","H",109,"PARK/PLAYGROUND","AO","Adult Other",230,"400 E  42ND                         PL",34.0078,-118.2636
212012448,2021-08-03,2021-05-08,900,20,"Olympic",2039,2,354,"THEFT OF IDENTITY",30,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"2800 W  7TH                          ST",34.0598,-118.2848
201311281,2020-05-15,2020-05-14,2014,13,"Newton",1313,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,"X","X",242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.","IC","Invest Cont",740,"400 E  WASHINGTON                   BL",34.0296,-118.2614
241904408,2024-01-12,2024-01-10,1725,19,"Mission",1981,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,"M","O",102,"SIDEWALK","IC","Invest Cont",230,"8700 N  SEPULVEDA                    BL",34.2267,-118.4704
212000711,2021-05-01,2021-05-01,300,20,"Olympic",2079,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,"M","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",230,"1300 S  VERMONT                      AV",34.0468,-118.2916
240406042,2024-03-01,2024-03-01,1630,4,"Hollenbeck",488,2,624,"BATTERY - SIMPLE ASSAULT",28,"M","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",624,"3400    GARNET                       ST",34.0231,-118.2039
232106000,2023-02-23,2023-02-23,15,21,"Topanga",2114,1,510,"VEHICLE - STOLEN",28,"F","X",104,"DRIVEWAY","IC","Invest Cont",510,"7600    NITA                         AV",34.2088,-118.6136
220416440,2022-12-17,2022-12-16,2000,4,"Hollenbeck",455,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"600    SAN BENITO                   ST",34.0515,-118.213
231009351,2023-05-19,2023-05-19,1619,10,"West Valley",1015,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"M","W",406,"OTHER STORE","IC","Invest Cont",442,"18200    SHERMAN                      WY",34.2012,-118.5296
230404166,2023-01-04,2023-01-03,704,4,"Hollenbeck",464,2,354,"THEFT OF IDENTITY",28,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"2200    MICHIGAN                     AV",34.0462,-118.2114
211513030,2021-08-12,2021-08-12,711,15,"N Hollywood",1541,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"M","O",403,"DRUG STORE","IC","Invest Cont",442,"12500    MAGNOLIA                     BL",34.1649,-118.4057
210504597,2021-01-15,2021-01-15,2255,5,"Harbor",584,1,761,"BRANDISH WEAPON",23,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",761,"700 W  30TH                         ST",33.7172,-118.2953
210619602,2021-11-25,2021-11-25,5,6,"Hollywood",643,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",35,"F","H",101,"STREET","IC","Invest Cont",745,"1700    CAMINO PALMERO               ST",34.1016,-118.35
221915287,2022-10-04,2022-10-03,1,19,"Mission",1974,2,354,"THEFT OF IDENTITY",35,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"14700    RAYEN                        ST",34.2337,-118.4536
230817838,2023-12-07,2023-12-07,1623,8,"West LA",852,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",442,"11800    SANTA MONICA                 BL",34.0428,-118.4582
240215901,2024-10-11,2024-10-11,700,2,"Rampart",246,2,888,"TRESPASSING",28,"X","X",904,"MTA - RED LINE - WESTLAKE/MACARTHUR PARK","IC","Invest Cont",888,"600 S  ALVARADO                     ST",34.0595,-118.2749
210218327,2021-12-04,2021-12-04,20,2,"Rampart",236,2,888,"TRESPASSING",45,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",888,"300 N  WESTLAKE                     AV",34.0687,-118.2672
240808674,2024-05-28,2024-05-28,1440,8,"West LA",837,2,354,"THEFT OF IDENTITY",21,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"500    MIDVALE                      AV",34.0682,-118.4525
231710928,2023-06-02,2023-05-05,800,17,"Devonshire",1761,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",28,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",440,"21600    PLUMMER                      ST",34.2427,-118.6007
220708624,2022-04-29,2022-03-11,700,7,"Wilshire",721,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",36,"F","W",701,"HOSPITAL","IC","Invest Cont",440,"8700    GRACIE ALLEN                 DR",34.0753,-118.3795
241406080,2024-02-15,2024-01-13,1200,14,"Pacific",1409,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",37,"M","A",108,"PARKING LOT","IC","Invest Cont",440,"8900    VENICE                       BL",34.0293,-118.3882
230215724,2023-08-20,2023-08-20,1350,2,"Rampart",261,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",63,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",230,"2200 W  8TH                          ST",34.0554,-118.2789
200214192,2020-08-24,2020-08-24,1610,2,"Rampart",246,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,"M","B",904,"MTA - RED LINE - WESTLAKE/MACARTHUR PARK","IC","Invest Cont",230,"600 S  ALVARADO                     ST",34.0593,-118.275
220206391,2022-02-26,2022-02-24,1900,2,"Rampart",219,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"CARROLL                      AV",34.0689,-118.255
210414348,2021-10-28,2021-10-28,955,4,"Hollenbeck",411,2,624,"BATTERY - SIMPLE ASSAULT",56,"M","H",109,"PARK/PLAYGROUND","AA","Adult Arrest",624,"AVENUE 19",34.0761,-118.2238
200717079,2020-12-14,2020-12-14,1045,7,"Wilshire",755,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",44,"F","B",102,"SIDEWALK","AO","Adult Other",930,"5500 W  PICO                         BL",34.051,-118.3538
202108294,2020-04-15,2020-04-15,130,21,"Topanga",2145,1,330,"BURGLARY FROM VEHICLE",36,"M","W",108,"PARKING LOT","IC","Invest Cont",330,"6600    GLADE                        AV",34.1904,-118.6083
231509661,2023-05-13,2023-05-13,530,15,"N Hollywood",1505,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",30,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest",626,"11400    SHERMAN                      WY",34.2012,-118.379
211600705,2021-07-03,2021-07-03,1350,16,"Foothill",1675,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,"M","H",301,"GAS STATION","IC","Invest Cont",230,"9000    GLENOAKS                     BL",34.2326,-118.3694
230124363,2023-11-19,2023-11-18,1850,1,"Central",182,1,510,"VEHICLE - STOLEN",28,"F","X",101,"STREET","IC","Invest Cont",510,"1000 S  GRAND                        AV",34.043,-118.2606
211223929,2021-11-22,2021-11-21,1200,12,"77th Street",1268,2,901,"VIOLATION OF RESTRAINING ORDER",24,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",901,"100 E  80TH                         ST",33.967,-118.2739
200906880,2020-03-03,2020-03-02,1900,9,"Van Nuys",989,1,330,"BURGLARY FROM VEHICLE",40,"M","W",101,"STREET","IC","Invest Cont",330,"4300    MAMMOTH                      AV",34.1483,-118.4326
220319305,2022-10-29,2022-10-29,1013,3,"Southwest",338,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",21,"X","X",404,"DEPARTMENT STORE","IC","Invest Cont",440,"3100 S  HOOVER                       ST",34.0268,-118.2896
200704257,2020-01-06,2020-01-06,1530,7,"Wilshire",722,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",32,"M","H",417,"THE BEVERLY CONNECTION","IC","Invest Cont",442,"100 N  LA CIENEGA                   BL",34.0746,-118.3765
220313712,2022-07-14,2022-07-14,1215,3,"Southwest",357,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",21,"F","B",801,"MTA BUS","IC","Invest Cont",341,"VERMONT                      AV",34.0255,-118.2915
232014918,2023-08-31,2023-08-31,1230,20,"Olympic",2041,1,310,"BURGLARY",76,"F","A",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",310,"800 S  NORTON                       AV",34.0583,-118.3184
242004194,2024-01-04,2024-01-02,300,20,"Olympic",2069,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",21,"F","H",101,"STREET","IC","Invest Cont",341,"1100 S  VERMONT                      AV",34.0509,-118.2916
200212482,2020-07-12,2020-07-12,1840,2,"Rampart",237,1,210,"ROBBERY",18,"M","H",101,"STREET","IC","Invest Cont",210,"BEVERLY",34.0634,-118.263
220217980,2022-10-04,2022-10-03,1435,2,"Rampart",261,2,850,"INDECENT EXPOSURE",6,"F","H",101,"STREET","IC","Invest Cont",850,"2200 W  7TH                          ST",34.057,-118.2779
221710317,2022-06-23,2022-06-21,1700,17,"Devonshire",1795,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"17100    ROSCOE                       BL",34.2214,-118.5055
221915683,2022-10-13,2022-10-04,930,19,"Mission",1971,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50,"F","B",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont",740,"15500    NORDHOFF                     ST",34.2356,-118.4698
231106203,2023-02-27,2023-02-27,2115,11,"Northeast",1183,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"X","X",403,"DRUG STORE","IC","Invest Cont",442,"1600 W  SUNSET                       BL",34.0832,-118.2572
201918086,2020-12-15,2020-12-15,930,19,"Mission",1944,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",63,"M","O",301,"GAS STATION","AO","Adult Other",740,"11100    LAUREL CANYON                BL",34.2718,-118.4459
221511235,2022-06-18,2022-06-18,1640,15,"N Hollywood",1596,1,210,"ROBBERY",32,"M","H",101,"STREET","IC","Invest Cont",210,"11300    VENTURA                      BL",34.1406,-118.376
200404618,2020-01-16,2020-01-15,2300,4,"Hollenbeck",439,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",75,"M","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",745,"1800    MARNEY                       AV",34.0625,-118.1766
231010633,2023-06-21,2023-06-21,25,10,"West Valley",1017,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",33,"F","O",108,"PARKING LOT","IC","Invest Cont",740,"17200    SATICOY                      ST",34.2084,-118.5076
231111406,2023-07-23,2023-07-20,1500,11,"Northeast",1144,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",33,"F","W",405,"CLOTHING STORE","IC","Invest Cont",440,"2600    GRIFFITH PARK                BL",34.1053,-118.272
220618467,2022-11-04,2022-10-03,2100,6,"Hollywood",649,1,310,"BURGLARY",28,"X","X",719,"MEDICAL/DENTAL OFFICES","IC","Invest Cont",310,"5200 W  SUNSET                       BL",34.0999,-118.3038
200206646,2020-02-22,2020-02-21,1700,2,"Rampart",241,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"400 S  LA FAYETTE PARK              PL",34.0658,-118.2814
201416145,2020-08-06,2020-08-06,1610,14,"Pacific",1472,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30,"M","O",145,"MAIL BOX","IC","Invest Cont",341,"6600    ESPLANADE                    ST",33.9618,-118.451
220107919,2022-03-08,2022-03-08,1140,1,"Central",111,2,624,"BATTERY - SIMPLE ASSAULT",64,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",624,"500    ALPINE                       ST",34.0628,-118.2396
200309299,2020-04-01,2020-04-01,230,3,"Southwest",317,1,210,"ROBBERY",35,"M","W",102,"SIDEWALK","IC","Invest Cont",210,"VERMONT                      AV",34.0328,-118.2915
221704124,2022-01-06,2022-01-04,600,17,"Devonshire",1723,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",38,"M","Z",101,"STREET","IC","Invest Cont",331,"10400    KEOKUK                       AV",34.2598,-118.5742
201305391,2020-01-24,2020-01-24,1630,13,"Newton",1383,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",33,"F","B",104,"DRIVEWAY","IC","Invest Cont",626,"200 W  61ST                         ST",33.9842,-118.2773
201215415,2020-06-26,2020-06-26,1450,12,"77th Street",1255,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",37,"F","A",203,"OTHER BUSINESS","IC","Invest Cont",930,"1500 W  FLORENCE                     AV",33.9746,-118.3027
221307441,2022-03-05,2022-02-17,1200,13,"Newton",1362,1,121,"RAPE, FORCIBLE",6,"F","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",121,"200 E  51ST                         ST",33.9965,-118.2718
231714444,2023-08-17,2023-08-17,1400,17,"Devonshire",1783,2,888,"TRESPASSING",28,"X","X",710,"OTHER PREMISE","IC","Invest Cont",888,"8900    VANALDEN                     AV",34.233,-118.5492
231017302,2023-12-17,2023-12-17,2100,10,"West Valley",1011,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",33,"M","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",236,"7400    SYLVIA                       AV",34.2047,-118.5524
230800617,2023-04-05,2023-04-05,1720,8,"West LA",859,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",42,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",930,"1400 S  WOOSTER                      ST",34.0544,-118.3826
221107456,2022-04-03,2021-12-01,100,11,"Northeast",1189,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",59,"F","H",101,"STREET","IC","Invest Cont",341,"N  FIGUEROA",34.0842,-118.222
210217558,2021-11-15,2021-11-13,1600,2,"Rampart",261,2,664,"BUNCO, PETTY THEFT",47,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",664,"800 S  CARONDELET                   ST",34.0553,-118.283
230220642,2023-11-09,2023-11-03,615,2,"Rampart",245,2,901,"VIOLATION OF RESTRAINING ORDER",27,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",901,"2400    WILSHIRE                     BL",34.0597,-118.2795
200513043,2020-08-16,2020-08-16,1825,5,"Harbor",511,1,761,"BRANDISH WEAPON",34,"M","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",761,"25600    PRESIDENT                    AV",33.791,-118.3043
211811994,2021-06-14,2021-06-11,600,18,"Southeast",1822,1,510,"VEHICLE - STOLEN",28,"M","X",101,"STREET","IC","Invest Cont",510,"10300 S  BROADWAY",33.9425,-118.2781
240407965,2024-06-01,2024-06-01,1830,4,"Hollenbeck",479,2,624,"BATTERY - SIMPLE ASSAULT",61,"F","H",101,"STREET","IC","Invest Cont",624,"3500    WHITTIER                     BL",34.0267,-118.1985
200604485,2020-01-11,2020-01-11,340,6,"Hollywood",637,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",20,"F","H",101,"STREET","IC","Invest Cont",626,"GOWER",34.1043,-118.3224
221819873,2022-10-30,2022-10-30,1000,18,"Southeast",1827,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,"X","X",937,"MTA - BLUE LINE - 103RD/WATTS TOWERS","IC","Invest Cont",341,"GRAHAM",33.9533,-118.243
201320916,2020-12-06,2020-12-06,2015,13,"Newton",1327,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,"M","B",101,"STREET","IC","Invest Cont",230,"COMPTON                      AV",34.0172,-118.2442
231412672,2023-06-20,2023-06-17,1,14,"Pacific",1434,2,354,"THEFT OF IDENTITY",47,"F","W",255,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)","IC","Invest Cont",354,"3600    STEWART                      AV",34.006,-118.4402
201817524,2020-09-20,2020-09-20,1315,18,"Southeast",1861,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",740,"11800 S  FIGUEROA                     ST",33.9274,-118.2871
241106809,2024-03-18,2024-03-17,2004,11,"Northeast",1128,1,343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",28,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",343,"6200    YORK                         BL",34.1155,-118.1843
211812485,2021-06-24,2021-06-23,1700,18,"Southeast",1861,2,624,"BATTERY - SIMPLE ASSAULT",56,"M","H",101,"STREET","IC","Invest Cont",624,"SOUTHWEST                    BL",33.9274,-118.2871
240315310,2024-10-14,2024-10-12,1415,3,"Southwest",378,1,352,"PICKPOCKET",49,"F","O",101,"STREET","IC","Invest Cont",352,"3900 S  FIGUEROA                     ST",34.0146,-118.2872
201217629,2020-08-02,2020-08-02,1544,12,"77th Street",1239,2,624,"BATTERY - SIMPLE ASSAULT",66,"F","H",402,"MARKET","IC","Invest Cont",624,"5800 S  VERMONT                      AV",33.9883,-118.2915
230412107,2023-09-05,2023-09-04,1800,4,"Hollenbeck",499,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,"X","X",403,"DRUG STORE","IC","Invest Cont",341,"3600 E  OLYMPIC                      BL",34.0188,-118.2011
211604366,2021-01-13,2021-01-12,400,16,"Foothill",1684,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",50,"F","O",501,"SINGLE FAMILY DWELLING","AO","Adult Other",956,"11800    PENDLETON                    ST",34.2258,-118.3905
240316226,2024-11-14,2024-10-16,730,3,"Southwest",356,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",51,"F","O",101,"STREET","IC","Invest Cont",440,"W  36TH                         ST",34.0228,-118.3089
231708861,2023-04-29,2023-04-29,500,17,"Devonshire",1768,1,310,"BURGLARY",28,"X","X",721,"HIGH SCHOOL","IC","Invest Cont",310,"17100    SUPERIOR                     ST",34.2467,-118.5058
200609115,2020-04-15,2020-03-31,1200,6,"Hollywood",628,2,354,"THEFT OF IDENTITY",50,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",354,"1900    TAMARIND                     AV",34.1053,-118.3192
220505550,2022-02-09,2021-10-23,1200,5,"Harbor",585,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",28,"F","X",101,"STREET","IC","Invest Cont",420,"1000 W  25TH                         ST",33.7216,-118.2991
200715342,2020-10-26,2020-10-25,2330,7,"Wilshire",701,1,310,"BURGLARY",19,"M","O",203,"OTHER BUSINESS","IC","Invest Cont",310,"700 N  LA CIENEGA                   BL",34.0839,-118.3765
200320284,2020-11-12,2020-09-30,1800,3,"Southwest",397,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",31,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",440,"4200    HALLDALE                     AV",34.0074,-118.3023
211421540,2021-11-16,2021-10-22,800,14,"Pacific",1441,2,354,"THEFT OF IDENTITY",76,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"2300 S  GRAND CANAL                  CT",33.9843,-118.4678
241606116,2024-03-07,2024-03-07,1,16,"Foothill",1684,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",61,"M","B",517,"MISSIONS/SHELTERS","IC","Invest Cont",440,"7800    SIMPSON                      AV",34.2121,-118.3889
201911794,2020-07-04,2020-07-04,2145,19,"Mission",1995,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,"F","H",108,"PARKING LOT","AO","Adult Other",230,"14600    BLYTHE                       ST",34.2152,-118.4531
200105980,2020-01-29,2020-01-29,2040,1,"Central",163,2,946,"OTHER MISCELLANEOUS CRIME",28,"X","X",101,"STREET","IC","Invest Cont",946,"7TH",34.0459,-118.2545
210611649,2021-06-23,2021-06-23,700,6,"Hollywood",636,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",28,"X","X",203,"OTHER BUSINESS","IC","Invest Cont",442,"6700    HOLLYWOOD                    BL",34.1034,-118.3325
220707551,2022-04-02,2022-04-02,1835,7,"Wilshire",765,1,343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)",28,"M","W",404,"DEPARTMENT STORE","IC","Invest Cont",343,"1300 S  LA BREA                      AV",34.0501,-118.3442
231508897,2023-04-25,2023-04-24,2300,15,"N Hollywood",1526,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",230,"VICTORY",34.1867,-118.3791
221404153,2022-01-04,2022-01-04,139,14,"Pacific",1403,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",33,"M","O",504,"OTHER RESIDENCE","IC","Invest Cont",440,"2800    MILITARY                     AV",34.0309,-118.4273
